x,y,soilBaseQuality,sunlight,nutrients,pH,organicMatter,compaction,salinity
19,56,0.69,0.81,0.85,0.45,0.46,0.2,0.81
19,57,0.55,0.97,0.71,0.63,0.43,0.57,0.46
19,58,0.68,0.71,0.72,0.53,0.13,0.53,0.64
19,59,0.77,0.95,0.89,0.25,0.3,0.61,0.6
19,60,0.37,0.98,0.35,0.63,0.11,0.71,0.77
19,61,0.55,0.91,0.56,0.62,0.5,0.47,0.3
19,62,0.8,0.59,0.44,0.58,0.21,0.36,0.43
19,63,0.53,0.52,0.68,0.43,0.47,0.5,0.79
19,64,0.64,0.73,0.78,0.58,0.5,0.21,0.54
19,65,0.65,0.67,0.88,0.44,0.54,0.82,0.15
19,66,0.41,0.93,0.57,0.57,0.46,0.49,0.25
19,67,0.52,0.46,0.77,0.64,0.36,0.67,0.28
19,68,0.5,0.55,0.85,0.65,0.38,0.44,0.85
19,69,0.32,0.85,0.71,0.43,0.23,0.66,0.27
19,70,0.31,0.46,0.45,0.63,0.15,0.61,0.75
19,71,0.8,0.59,0.66,0.25,0.12,0.36,0.16
19,72,0.46,0.63,0.88,0.25,0.15,0.67,0.24
19,73,0.61,0.77,0.89,0.47,0.56,0.28,0.75
19,74,0.48,0.49,0.69,0.53,0.14,0.56,0.77
19,75,0.86,0.92,0.83,0.28,0.45,0.74,0.23
19,76,0.46,0.67,0.42,0.44,0.15,0.61,0.27
19,77,0.56,0.95,0.45,0.25,0.59,0.76,0.5
19,78,0.82,0.68,0.87,0.5,0.25,0.4,0.14
19,79,0.81,0.57,0.38,0.63,0.28,0.24,0.81
19,80,0.41,0.49,0.41,0.57,0.27,0.24,0.37
19,81,0.78,0.4,0.55,0.39,0.5,0.4,0.47
19,82,0.57,0.72,0.65,0.7,0.17,0.51,0.18
19,83,0.59,0.46,0.66,0.53,0.51,0.6,0.12
19,84,0.38,0.64,0.48,0.61,0.41,0.77,0.45
19,85,0.35,0.75,0.85,0.53,0.17,0.83,0.19
19,86,0.74,0.57,0.85,0.69,0.09,0.72,0.57
19,87,0.6,0.51,0.54,0.61,0.48,0.55,0.7
19,88,0.56,0.86,0.56,0.46,0.17,0.4,0.12
19,89,0.74,0.97,0.72,0.38,0.54,0.52,0.56
19,90,0.76,0.46,0.7,0.54,0.12,0.41,0.71
19,91,0.4,0.49,0.53,0.5,0.39,0.67,0.43
19,92,0.67,0.98,0.55,0.51,0.43,0.81,0.82
19,93,0.38,0.42,0.51,0.37,0.41,0.59,0.18
19,94,0.75,0.99,0.44,0.41,0.22,0.23,0.34
19,95,0.69,0.4,0.57,0.48,0.53,0.9,0.27
19,96,0.87,0.92,0.71,0.62,0.47,0.42,0.85
19,97,0.34,0.58,0.75,0.58,0.33,0.89,0.32
19,98,0.33,0.96,0.77,0.26,0.38,0.81,0.39
19,99,0.47,0.59,0.52,0.32,0.36,0.51,0.74
20,0,0.46,0.79,0.76,0.21,0.57,0.24,0.8
20,1,0.45,0.45,0.3,0.2,0.54,0.91,0.8
20,2,0.84,0.55,0.59,0.31,0.18,0.69,0.52
20,3,0.45,0.86,0.78,0.6,0.19,0.39,0.6
20,4,0.46,0.72,0.68,0.65,0.59,0.6,0.36
20,5,0.76,0.96,0.58,0.4,0.18,0.68,0.56
20,6,0.57,0.66,0.69,0.48,0.57,0.37,0.33
20,7,0.77,0.92,0.84,0.55,0.41,0.27,0.66
20,8,0.34,0.67,0.64,0.68,0.08,0.4,0.33
20,9,0.59,0.99,0.78,0.66,0.23,0.24,0.76
20,10,0.32,0.98,0.89,0.23,0.31,0.25,0.21
20,11,0.34,0.6,0.72,0.32,0.51,0.32,0.53
20,12,0.84,0.93,0.64,0.22,0.23,0.32,0.49
20,13,0.38,0.91,0.32,0.51,0.22,0.39,0.3
20,14,0.62,0.53,0.52,0.56,0.56,0.9,0.12
20,15,0.55,0.77,0.64,0.35,0.09,0.63,0.21
20,16,0.51,0.44,0.78,0.63,0.35,0.52,0.83
20,17,0.84,0.9,0.56,0.43,0.33,0.62,0.81
20,18,0.31,0.5,0.88,0.7,0.08,0.2,0.19
20,19,0.7,0.44,0.46,0.2,0.1,0.87,0.38
20,20,0.88,0.64,0.75,0.25,0.26,0.6,0.45
20,21,0.64,0.75,0.55,0.35,0.12,0.54,0.46
20,22,0.86,0.91,0.59,0.21,0.31,0.91,0.32
20,23,0.33,0.98,0.78,0.59,0.38,0.75,0.78
20,24,0.55,0.66,0.48,0.23,0.43,0.45,0.78
20,25,0.46,0.44,0.36,0.57,0.35,0.9,0.11
20,26,0.74,0.85,0.61,0.23,0.26,0.84,0.59
20,27,0.89,0.74,0.62,0.33,0.12,0.92,0.16
20,28,0.45,0.67,0.78,0.62,0.19,0.27,0.55
20,29,0.69,0.59,0.88,0.68,0.28,0.92,0.75
20,30,0.42,0.7,0.33,0.41,0.56,0.61,0.59
20,31,0.64,0.6,0.66,0.68,0.16,0.7,0.45
20,32,0.58,0.85,0.71,0.51,0.28,0.36,0.82
20,33,0.88,0.73,0.89,0.41,0.45,0.31,0.66
20,34,0.67,0.93,0.87,0.6,0.44,0.26,0.29
20,35,0.51,0.73,0.73,0.35,0.58,0.52,0.39
20,36,0.37,0.54,0.61,0.33,0.15,0.37,0.67
20,37,0.39,0.91,0.4,0.53,0.06,0.26,0.11
20,38,0.44,0.73,0.53,0.4,0.23,0.92,0.15
20,39,0.45,0.52,0.65,0.27,0.13,0.75,0.74
20,40,0.81,0.77,0.74,0.23,0.35,0.59,0.13
20,41,0.64,0.61,0.68,0.59,0.54,0.76,0.61
20,42,0.61,0.91,0.73,0.54,0.43,0.66,0.34
20,43,0.37,0.67,0.56,0.41,0.12,0.33,0.72
20,44,0.82,0.84,0.74,0.65,0.11,0.68,0.74
20,45,0.73,0.46,0.39,0.41,0.55,0.71,0.82
20,46,0.34,0.64,0.4,0.56,0.32,0.38,0.17
20,47,0.72,0.99,0.4,0.65,0.56,0.44,0.42
20,48,0.63,0.89,0.83,0.62,0.45,0.49,0.53
20,49,0.35,0.5,0.35,0.46,0.6,0.65,0.79
20,50,0.57,0.57,0.78,0.54,0.53,0.3,0.3
20,51,0.59,0.6,0.44,0.41,0.28,0.76,0.15
20,52,0.4,0.79,0.58,0.52,0.47,0.46,0.25
20,53,0.87,0.85,0.85,0.33,0.31,0.72,0.47
20,54,0.81,0.85,0.65,0.42,0.18,0.9,0.61
20,55,0.7,0.71,0.43,0.3,0.18,0.85,0.62
20,56,0.58,0.89,0.47,0.22,0.27,0.75,0.16
20,57,0.55,0.66,0.85,0.49,0.11,0.34,0.67
20,58,0.69,0.47,0.56,0.63,0.15,0.75,0.6
20,59,0.63,0.74,0.65,0.21,0.33,0.68,0.41
20,60,0.34,0.97,0.58,0.3,0.57,0.78,0.53
20,61,0.61,0.88,0.53,0.43,0.37,0.85,0.68
20,62,0.78,0.75,0.43,0.53,0.27,0.43,0.3
20,63,0.58,0.79,0.71,0.29,0.18,0.68,0.81
20,64,0.33,0.96,0.73,0.23,0.16,0.41,0.2
20,65,0.77,0.66,0.46,0.46,0.41,0.46,0.78
20,66,0.42,0.6,0.77,0.61,0.52,0.59,0.66
20,67,0.46,0.99,0.81,0.22,0.27,0.53,0.6
20,68,0.4,0.92,0.85,0.37,0.35,0.65,0.16
20,69,0.5,0.59,0.4,0.53,0.44,0.77,0.79
20,70,0.75,0.68,0.48,0.27,0.08,0.65,0.32
20,71,0.61,0.65,0.82,0.32,0.24,0.93,0.66
20,72,0.42,0.49,0.42,0.47,0.45,0.75,0.76
20,73,0.83,0.97,0.3,0.68,0.43,0.94,0.28
20,74,0.83,0.64,0.82,0.34,0.08,0.76,0.79
20,75,0.82,0.93,0.5,0.44,0.18,0.58,0.56
20,76,0.44,0.51,0.55,0.4,0.42,0.51,0.59
20,77,0.57,0.73,0.57,0.65,0.2,0.75,0.79
20,78,0.89,0.41,0.81,0.24,0.5,0.72,0.5
20,79,0.76,0.86,0.5,0.48,0.07,0.7,0.43
20,80,0.32,0.75,0.84,0.62,0.15,0.74,0.57
20,81,0.34,0.78,0.67,0.69,0.2,0.85,0.52
20,82,0.58,0.43,0.62,0.55,0.56,0.37,0.15
20,83,0.85,0.53,0.5,0.39,0.49,0.62,0.24
20,84,0.62,0.44,0.45,0.41,0.54,0.65,0.11
20,85,0.6,0.57,0.67,0.38,0.29,0.42,0.18
20,86,0.36,0.78,0.57,0.5,0.5,0.94,0.65
20,87,0.69,0.74,0.85,0.57,0.52,0.79,0.1
20,88,0.79,0.77,0.59,0.61,0.27,0.44,0.33
20,89,0.53,0.73,0.61,0.41,0.6,0.47,0.44
20,90,0.77,0.56,0.55,0.56,0.52,0.74,0.8
20,91,0.88,0.55,0.77,0.66,0.59,0.21,0.35
20,92,0.42,0.48,0.55,0.66,0.53,0.55,0.69
20,93,0.61,0.91,0.46,0.55,0.48,0.46,0.41
20,94,0.47,0.77,0.82,0.52,0.57,0.84,0.17
20,95,0.78,0.51,0.66,0.47,0.28,0.79,0.17
20,96,0.65,0.51,0.65,0.29,0.48,0.45,0.42
20,97,0.68,0.92,0.67,0.26,0.17,0.85,0.14
20,98,0.78,0.85,0.73,0.44,0.45,0.89,0.53
20,99,0.54,0.8,0.49,0.28,0.48,0.61,0.47
21,0,0.85,0.64,0.32,0.49,0.44,0.32,0.63
21,1,0.62,0.56,0.79,0.52,0.52,0.78,0.24
21,2,0.39,0.99,0.38,0.46,0.28,0.44,0.54
21,3,0.72,0.88,0.73,0.22,0.35,0.6,0.23
21,4,0.78,0.58,0.35,0.23,0.06,0.23,0.64
21,5,0.49,0.91,0.53,0.26,0.13,0.58,0.33
21,6,0.81,0.86,0.34,0.28,0.4,0.49,0.56
21,7,0.84,0.58,0.61,0.69,0.36,0.71,0.76
21,8,0.47,0.66,0.69,0.37,0.16,0.23,0.47
21,9,0.89,0.51,0.4,0.35,0.18,0.67,0.24
21,10,0.38,0.47,0.52,0.23,0.24,0.78,0.76
21,11,0.42,0.83,0.86,0.52,0.44,0.21,0.37
21,12,0.41,0.56,0.57,0.53,0.39,0.76,0.65
21,13,0.84,0.89,0.78,0.29,0.09,0.3,0.34
21,14,0.69,1.0,0.86,0.66,0.47,0.72,0.32
21,15,0.39,0.45,0.88,0.6,0.19,0.54,0.58
21,16,0.56,0.68,0.84,0.32,0.42,0.61,0.22
21,17,0.67,0.88,0.49,0.44,0.12,0.45,0.75
21,18,0.35,0.87,0.88,0.43,0.6,0.38,0.39
21,19,0.83,0.86,0.79,0.37,0.09,0.25,0.11
21,20,0.78,0.61,0.8,0.61,0.46,0.85,0.33
21,21,0.6,0.67,0.31,0.25,0.35,0.66,0.69
21,22,0.88,0.76,0.87,0.41,0.1,0.94,0.74
21,23,0.55,0.98,0.77,0.41,0.06,0.84,0.53
21,24,0.89,0.6,0.76,0.43,0.25,0.85,0.32
21,25,0.7,0.95,0.35,0.63,0.49,0.65,0.5
21,26,0.68,0.56,0.44,0.31,0.07,0.26,0.73
21,27,0.4,0.99,0.88,0.25,0.44,0.89,0.34
21,28,0.83,0.8,0.6,0.51,0.41,0.29,0.39
21,29,0.56,0.68,0.54,0.29,0.2,0.59,0.5
21,30,0.4,0.77,0.8,0.24,0.09,0.84,0.77
21,31,0.31,0.56,0.35,0.41,0.55,0.55,0.54
21,32,0.64,0.56,0.55,0.31,0.22,0.32,0.26
21,33,0.62,0.47,0.53,0.38,0.11,0.48,0.17
21,34,0.73,0.47,0.51,0.33,0.42,0.94,0.17
21,35,0.83,0.61,0.48,0.25,0.17,0.95,0.81
21,36,0.35,0.86,0.43,0.48,0.31,0.73,0.72
21,37,0.74,0.76,0.4,0.21,0.08,0.87,0.67
21,38,0.41,0.46,0.68,0.68,0.6,0.23,0.47
21,39,0.81,0.91,0.85,0.37,0.3,0.41,0.6
21,40,0.79,0.76,0.61,0.55,0.6,0.48,0.2
21,41,0.62,0.98,0.48,0.61,0.26,0.21,0.57
21,42,0.73,0.8,0.4,0.34,0.24,0.48,0.71
21,43,0.49,0.51,0.8,0.57,0.55,0.27,0.15
21,44,0.58,0.68,0.88,0.62,0.23,0.59,0.32
21,45,0.79,0.79,0.51,0.32,0.29,0.2,0.18
21,46,0.58,0.42,0.47,0.7,0.09,0.4,0.3
21,47,0.51,0.41,0.66,0.21,0.58,0.85,0.68
21,48,0.6,0.48,0.77,0.31,0.1,0.36,0.35
21,49,0.8,0.55,0.57,0.59,0.47,0.25,0.62
21,50,0.5,0.66,0.68,0.3,0.35,0.39,0.68
21,51,0.4,0.69,0.73,0.55,0.08,0.82,0.71
21,52,0.73,0.48,0.88,0.63,0.05,0.64,0.76
21,53,0.8,0.8,0.4,0.68,0.56,0.64,0.55
21,54,0.36,0.76,0.9,0.44,0.46,0.2,0.31
21,55,0.44,0.58,0.54,0.69,0.43,0.55,0.21
21,56,0.39,0.41,0.73,0.41,0.29,0.4,0.48
21,57,0.51,0.45,0.64,0.31,0.18,0.45,0.18
21,58,0.57,0.64,0.59,0.46,0.42,0.65,0.78
21,59,0.75,0.49,0.72,0.52,0.38,0.86,0.43
21,60,0.69,0.63,0.54,0.43,0.45,0.34,0.75
21,61,0.67,0.78,0.38,0.48,0.25,0.78,0.63
21,62,0.51,0.73,0.59,0.41,0.59,0.24,0.74
21,63,0.8,0.54,0.61,0.46,0.09,0.45,0.76
21,64,0.58,0.61,0.42,0.68,0.09,0.36,0.14
21,65,0.89,0.77,0.86,0.45,0.55,0.89,0.64
21,66,0.68,0.92,0.44,0.33,0.41,0.33,0.27
21,67,0.38,0.85,0.55,0.58,0.23,0.63,0.84
21,68,0.71,0.73,0.39,0.37,0.47,0.32,0.68
21,69,0.5,0.62,0.62,0.61,0.3,0.56,0.1
21,70,0.71,0.62,0.48,0.23,0.06,0.51,0.8
21,71,0.34,0.93,0.59,0.37,0.41,0.23,0.32
21,72,0.4,0.42,0.43,0.25,0.18,0.82,0.41
21,73,0.81,0.99,0.33,0.24,0.11,0.79,0.56
21,74,0.44,0.8,0.77,0.53,0.17,0.41,0.79
21,75,0.8,0.81,0.68,0.39,0.31,0.66,0.8
21,76,0.47,0.42,0.5,0.64,0.08,0.47,0.52
21,77,0.69,0.76,0.33,0.46,0.54,0.78,0.34
21,78,0.72,0.69,0.82,0.35,0.36,0.72,0.31
21,79,0.61,0.46,0.4,0.56,0.21,0.27,0.37
21,80,0.48,0.57,0.86,0.51,0.43,0.83,0.24
21,81,0.43,0.93,0.59,0.6,0.49,0.33,0.6
21,82,0.32,0.73,0.5,0.52,0.39,0.33,0.5
21,83,0.48,0.65,0.75,0.28,0.16,0.75,0.68
21,84,0.69,0.44,0.83,0.54,0.11,0.34,0.17
21,85,0.86,0.83,0.52,0.4,0.52,0.29,0.4
21,86,0.82,0.82,0.54,0.43,0.18,0.45,0.28
21,87,0.76,0.77,0.56,0.66,0.06,0.83,0.5
21,88,0.77,0.71,0.85,0.38,0.4,0.33,0.45
21,89,0.7,0.66,0.72,0.51,0.13,0.45,0.44
21,90,0.46,0.76,0.45,0.38,0.6,0.41,0.34
21,91,0.84,0.54,0.41,0.25,0.53,0.47,0.65
21,92,0.7,0.96,0.44,0.43,0.38,0.74,0.46
21,93,0.64,0.75,0.46,0.5,0.51,0.5,0.25
21,94,0.37,0.59,0.44,0.4,0.31,0.77,0.51
21,95,0.57,0.67,0.7,0.4,0.48,0.68,0.55
21,96,0.58,0.88,0.37,0.61,0.41,0.47,0.12
21,97,0.82,0.5,0.53,0.21,0.07,0.52,0.25
21,98,0.63,0.58,0.68,0.35,0.57,0.73,0.28
21,99,0.53,0.81,0.47,0.61,0.52,0.6,0.29
22,0,0.89,0.59,0.34,0.66,0.57,0.85,0.28
22,1,0.37,0.88,0.35,0.41,0.45,0.9,0.3
22,2,0.55,0.48,0.38,0.64,0.28,0.74,0.3
22,3,0.33,0.86,0.8,0.3,0.16,0.94,0.76
22,4,0.74,0.44,0.69,0.31,0.15,0.65,0.34
22,5,0.85,0.41,0.34,0.62,0.13,0.23,0.36
22,6,0.47,0.94,0.53,0.65,0.17,0.58,0.3
22,7,0.82,0.75,0.47,0.31,0.35,0.37,0.83
22,8,0.48,0.61,0.65,0.23,0.43,0.45,0.5
22,9,0.85,0.54,0.61,0.25,0.22,0.57,0.56
22,10,0.75,0.77,0.59,0.33,0.35,0.42,0.65
22,11,0.78,0.71,0.49,0.58,0.24,0.43,0.35
22,12,0.31,0.99,0.38,0.45,0.43,0.5,0.83
22,13,0.88,0.99,0.75,0.43,0.59,0.41,0.21
22,14,0.74,0.78,0.83,0.49,0.43,0.33,0.44
22,15,0.48,0.67,0.87,0.65,0.08,0.77,0.21
22,16,0.8,0.69,0.34,0.25,0.31,0.5,0.69
22,17,0.47,0.81,0.74,0.55,0.47,0.82,0.18
22,18,0.82,0.46,0.74,0.66,0.35,0.86,0.52
22,19,0.37,0.6,0.87,0.31,0.57,0.76,0.18
22,20,0.72,0.45,0.45,0.62,0.08,0.5,0.44
22,21,0.62,0.44,0.75,0.55,0.21,0.74,0.31
22,22,0.36,0.52,0.33,0.21,0.17,0.32,0.78
22,23,0.45,0.69,0.68,0.32,0.47,0.7,0.14
22,24,0.31,0.87,0.51,0.5,0.34,0.5,0.59
22,25,0.58,0.69,0.76,0.45,0.13,0.69,0.62
22,26,0.48,0.6,0.82,0.46,0.21,0.77,0.77
22,27,0.66,0.45,0.52,0.32,0.34,0.62,0.76
22,28,0.48,0.73,0.62,0.54,0.6,0.68,0.83
22,29,0.48,0.56,0.37,0.33,0.25,0.36,0.29
22,30,0.75,0.77,0.55,0.39,0.14,0.64,0.31
22,31,0.33,0.99,0.52,0.38,0.32,0.55,0.4
22,32,0.84,0.47,0.41,0.54,0.22,0.52,0.5
22,33,0.81,0.53,0.84,0.25,0.36,0.51,0.38
22,34,0.7,0.68,0.39,0.3,0.31,0.43,0.66
22,35,0.66,0.98,0.68,0.3,0.43,0.43,0.11
22,36,0.84,0.86,0.83,0.25,0.55,0.72,0.11
22,37,0.41,0.94,0.85,0.3,0.16,0.62,0.64
22,38,0.35,0.6,0.78,0.5,0.5,0.22,0.76
22,39,0.44,1.0,0.41,0.57,0.57,0.24,0.68
22,40,0.78,0.46,0.79,0.53,0.26,0.63,0.19
22,41,0.32,0.43,0.47,0.44,0.11,0.83,0.8
22,42,0.65,0.91,0.85,0.23,0.5,0.23,0.49
22,43,0.9,0.96,0.73,0.68,0.44,0.58,0.66
22,44,0.81,0.45,0.77,0.28,0.17,0.84,0.25
22,45,0.61,0.47,0.35,0.53,0.29,0.2,0.51
22,46,0.34,0.42,0.65,0.66,0.37,0.41,0.35
22,47,0.8,0.46,0.79,0.55,0.14,0.89,0.83
22,48,0.66,0.53,0.82,0.31,0.44,0.26,0.46
22,49,0.37,0.98,0.32,0.36,0.43,0.66,0.67
22,50,0.36,0.8,0.86,0.22,0.54,0.58,0.55
22,51,0.85,0.87,0.33,0.51,0.36,0.31,0.17
22,52,0.7,0.87,0.67,0.51,0.37,0.23,0.51
22,53,0.8,0.72,0.72,0.56,0.39,0.58,0.51
22,54,0.83,0.88,0.36,0.21,0.2,0.75,0.64
22,55,0.64,0.76,0.33,0.61,0.47,0.33,0.34
22,56,0.61,0.59,0.77,0.57,0.41,0.72,0.75
22,57,0.56,0.74,0.53,0.27,0.51,0.61,0.57
22,58,0.49,0.72,0.36,0.37,0.47,0.47,0.13
22,59,0.56,0.89,0.76,0.52,0.4,0.7,0.63
22,60,0.76,0.99,0.81,0.45,0.14,0.34,0.78
22,61,0.66,0.65,0.65,0.26,0.56,0.54,0.61
22,62,0.84,0.86,0.4,0.24,0.25,0.61,0.38
22,63,0.57,0.46,0.31,0.59,0.58,0.54,0.54
22,64,0.66,0.87,0.72,0.28,0.27,0.5,0.23
22,65,0.68,0.62,0.63,0.29,0.13,0.76,0.55
22,66,0.66,0.42,0.69,0.62,0.54,0.69,0.48
22,67,0.72,0.62,0.79,0.51,0.49,0.68,0.12
22,68,0.44,0.77,0.56,0.5,0.48,0.87,0.34
22,69,0.61,0.47,0.37,0.44,0.1,0.95,0.24
22,70,0.36,0.95,0.86,0.48,0.53,0.63,0.39
22,71,0.53,0.45,0.63,0.5,0.38,0.46,0.28
22,72,0.59,0.96,0.67,0.68,0.31,0.78,0.73
22,73,0.69,0.82,0.86,0.31,0.55,0.31,0.62
22,74,0.87,0.6,0.86,0.31,0.42,0.58,0.66
22,75,0.66,0.63,0.64,0.23,0.12,0.59,0.37
22,76,0.75,0.84,0.48,0.53,0.34,0.94,0.1
22,77,0.6,0.76,0.9,0.47,0.4,0.94,0.26
22,78,0.68,0.8,0.71,0.26,0.54,0.8,0.67
22,79,0.34,0.63,0.55,0.38,0.2,0.55,0.55
22,80,0.45,0.69,0.64,0.29,0.49,0.61,0.5
22,81,0.52,0.99,0.55,0.37,0.49,0.44,0.31
22,82,0.58,0.53,0.83,0.68,0.12,0.82,0.16
22,83,0.33,0.65,0.59,0.54,0.06,0.76,0.69
22,84,0.38,0.58,0.79,0.2,0.37,0.78,0.13
22,85,0.47,0.86,0.8,0.33,0.48,0.3,0.14
22,86,0.88,0.86,0.79,0.21,0.35,0.5,0.32
22,87,0.5,0.58,0.73,0.56,0.5,0.6,0.53
22,88,0.59,0.45,0.81,0.43,0.39,0.29,0.84
22,89,0.42,0.41,0.53,0.7,0.41,0.48,0.17
22,90,0.67,0.66,0.37,0.57,0.07,0.27,0.45
22,91,0.47,0.65,0.81,0.46,0.1,0.92,0.55
22,92,0.42,0.99,0.6,0.6,0.45,0.76,0.72
22,93,0.61,0.68,0.38,0.55,0.47,0.67,0.62
22,94,0.3,0.55,0.37,0.32,0.35,0.35,0.71
22,95,0.3,0.93,0.4,0.47,0.37,0.45,0.49
22,96,0.43,0.69,0.75,0.48,0.39,0.31,0.43
22,97,0.32,0.76,0.73,0.43,0.11,0.6,0.56
22,98,0.36,0.46,0.42,0.29,0.42,0.82,0.78
22,99,0.5,0.63,0.81,0.31,0.31,0.21,0.51
23,0,0.78,0.97,0.47,0.34,0.38,0.28,0.55
23,1,0.64,0.75,0.78,0.21,0.36,0.37,0.35
23,2,0.61,0.61,0.59,0.66,0.47,0.74,0.55
23,3,0.48,0.78,0.74,0.54,0.23,0.87,0.57
23,4,0.86,0.95,0.53,0.54,0.26,0.76,0.67
23,5,0.54,0.56,0.51,0.49,0.27,0.59,0.53
23,6,0.35,0.7,0.8,0.54,0.47,0.28,0.25
23,7,0.67,0.98,0.32,0.69,0.29,0.77,0.54
23,8,0.37,0.5,0.88,0.39,0.15,0.28,0.32
23,9,0.51,0.83,0.69,0.56,0.59,0.46,0.17
23,10,0.6,0.77,0.56,0.38,0.32,0.43,0.72
23,11,0.82,0.81,0.68,0.63,0.11,0.47,0.15
23,12,0.6,0.61,0.37,0.63,0.42,0.45,0.57
23,13,0.72,0.59,0.61,0.65,0.46,0.78,0.84
23,14,0.9,0.81,0.89,0.2,0.33,0.33,0.17
23,15,0.38,0.53,0.44,0.35,0.41,0.83,0.27
23,16,0.46,0.65,0.73,0.27,0.14,0.84,0.67
23,17,0.54,0.51,0.56,0.43,0.25,0.57,0.17
23,18,0.55,0.4,0.69,0.45,0.14,0.28,0.72
23,19,0.55,0.98,0.42,0.33,0.26,0.63,0.1
23,20,0.84,0.66,0.58,0.56,0.36,0.82,0.77
23,21,0.73,0.98,0.89,0.33,0.29,0.42,0.15
23,22,0.66,0.48,0.42,0.63,0.38,0.83,0.79
23,23,0.49,0.75,0.68,0.29,0.33,0.71,0.75
23,24,0.79,0.52,0.65,0.38,0.22,0.94,0.5
23,25,0.87,0.87,0.64,0.51,0.13,0.82,0.68
23,26,0.79,0.87,0.67,0.5,0.19,0.35,0.16
23,27,0.3,0.47,0.6,0.24,0.16,0.54,0.2
23,28,0.68,0.95,0.31,0.62,0.44,0.28,0.38
23,29,0.33,0.52,0.84,0.5,0.5,0.25,0.5
23,30,0.45,0.77,0.8,0.63,0.45,0.73,0.75
23,31,0.34,0.99,0.4,0.63,0.4,0.88,0.51
23,32,0.66,0.93,0.55,0.47,0.22,0.93,0.6
23,33,0.71,0.97,0.76,0.66,0.44,0.4,0.61
23,34,0.37,0.61,0.89,0.62,0.38,0.35,0.76
23,35,0.53,0.46,0.87,0.68,0.08,0.62,0.68
23,36,0.57,0.51,0.84,0.63,0.55,0.35,0.83
23,37,0.52,0.7,0.4,0.61,0.09,0.42,0.12
23,38,0.37,0.88,0.85,0.43,0.33,0.83,0.26
23,39,0.55,0.49,0.83,0.31,0.33,0.81,0.8
23,40,0.75,0.8,0.53,0.66,0.51,0.87,0.69
23,41,0.34,0.59,0.54,0.56,0.55,0.56,0.3
23,42,0.35,0.6,0.58,0.34,0.57,0.62,0.83
23,43,0.51,0.8,0.69,0.37,0.36,0.78,0.75
23,44,0.87,0.68,0.46,0.54,0.42,0.38,0.15
23,45,0.7,0.89,0.31,0.44,0.1,0.82,0.71
23,46,0.71,0.49,0.38,0.24,0.32,0.21,0.69
23,47,0.52,0.87,0.56,0.27,0.54,0.8,0.27
23,48,0.66,0.44,0.47,0.57,0.3,0.78,0.6
23,49,0.31,0.52,0.76,0.36,0.09,0.43,0.83
23,50,0.68,0.79,0.36,0.45,0.16,0.75,0.61
23,51,0.85,0.91,0.85,0.58,0.29,0.36,0.71
23,52,0.67,0.55,0.84,0.58,0.18,0.63,0.17
23,53,0.82,0.6,0.85,0.28,0.27,0.73,0.65
23,54,0.73,0.72,0.74,0.25,0.23,0.74,0.25
23,55,0.37,0.53,0.36,0.5,0.23,0.94,0.15
23,56,0.84,0.89,0.56,0.57,0.1,0.34,0.51
23,57,0.34,0.86,0.38,0.27,0.54,0.56,0.66
23,58,0.62,0.49,0.89,0.39,0.43,0.86,0.51
23,59,0.39,0.68,0.5,0.64,0.39,0.62,0.8
23,60,0.31,0.86,0.65,0.67,0.38,0.86,0.62
23,61,0.55,0.6,0.77,0.43,0.27,0.53,0.19
23,62,0.48,0.78,0.85,0.24,0.5,0.8,0.8
23,63,0.59,0.43,0.75,0.33,0.56,0.85,0.21
23,64,0.65,0.77,0.7,0.32,0.05,0.83,0.67
23,65,0.33,0.49,0.58,0.32,0.09,0.85,0.21
23,66,0.37,0.9,0.66,0.45,0.42,0.36,0.85
23,67,0.64,0.61,0.36,0.49,0.18,0.53,0.35
23,68,0.51,0.57,0.83,0.26,0.55,0.33,0.47
23,69,0.74,0.9,0.63,0.64,0.42,0.34,0.45
23,70,0.69,0.43,0.32,0.51,0.25,0.57,0.18
23,71,0.81,0.64,0.85,0.5,0.28,0.92,0.47
23,72,0.72,0.62,0.59,0.69,0.43,0.64,0.21
23,73,0.56,0.57,0.82,0.51,0.13,0.84,0.7
23,74,0.7,0.95,0.81,0.66,0.54,0.9,0.82
23,75,0.47,0.85,0.79,0.34,0.05,0.26,0.71
23,76,0.48,0.44,0.34,0.32,0.59,0.32,0.42
23,77,0.77,0.83,0.45,0.46,0.14,0.42,0.1
23,78,0.57,0.72,0.83,0.45,0.46,0.66,0.13
23,79,0.78,0.94,0.84,0.31,0.07,0.25,0.47
23,80,0.79,0.59,0.57,0.55,0.29,0.79,0.61
23,81,0.81,0.74,0.56,0.21,0.4,0.25,0.71
23,82,0.85,0.7,0.41,0.55,0.09,0.32,0.55
23,83,0.56,0.69,0.88,0.43,0.29,0.49,0.83
23,84,0.49,0.67,0.43,0.54,0.22,0.62,0.47
23,85,0.65,0.52,0.41,0.44,0.32,0.86,0.55
23,86,0.52,0.85,0.7,0.69,0.33,0.92,0.27
23,87,0.66,0.67,0.45,0.37,0.48,0.86,0.35
23,88,0.72,0.98,0.86,0.69,0.12,0.28,0.61
23,89,0.71,0.56,0.31,0.23,0.1,0.67,0.55
23,90,0.52,0.81,0.3,0.54,0.27,0.53,0.38
23,91,0.4,0.96,0.6,0.43,0.54,0.29,0.18
