LandIndex,TileX,TileY,CropName,Growth,TimeToMature,SoilQuality
1612,16,11,Rice,0.86,67.9,0.81
1613,16,12,Soy,0.71,64.4,0.88
1614,16,13,Soy,0.55,60.1,0.49
1615,16,14,Corn,0.82,86.9,0.41
1616,16,15,Corn,0.73,62.5,0.89
1617,16,16,Barley,0.8,81.3,0.41
1618,16,17,Rice,0.64,87.7,0.39
1619,16,18,Corn,0.6,63.8,0.85
1620,16,19,Barley,0.63,67.2,0.86
1621,16,20,Wheat,0.83,67.1,0.59
1622,16,21,Barley,0.98,62.6,0.68
1623,16,22,Rice,1.0,87.3,0.55
1624,16,23,Barley,0.9,85.5,0.86
1625,16,24,Barley,0.98,71.4,0.8
1626,16,25,Corn,0.64,83.1,0.61
1627,16,26,Rice,0.5,75.3,0.57
1628,16,27,Barley,0.6,80.4,0.71
1629,16,28,Soy,0.82,80.7,0.7
1630,16,29,Barley,0.95,83.3,0.35
1631,16,30,Wheat,0.96,87.0,0.47
1632,16,31,Wheat,0.92,83.7,0.56
1633,16,32,Barley,0.88,81.2,0.64
1634,16,33,Barley,0.65,78.7,0.41
1635,16,34,Soy,0.54,66.3,0.49
1636,16,35,Barley,0.76,68.5,0.6
1637,16,36,Corn,0.67,62.3,0.84
1638,16,37,Rice,0.56,67.7,0.53
1639,16,38,Soy,0.73,76.3,0.48
1640,16,39,Barley,0.76,88.6,0.81
1641,16,40,Corn,0.89,63.8,0.44
1642,16,41,Barley,0.9,73.3,0.66
1643,16,42,Soy,0.73,82.5,0.55
1644,16,43,Soy,0.96,83.8,0.84
1645,16,44,Wheat,0.89,65.7,0.71
1646,16,45,Wheat,0.72,65.3,0.83
1647,16,46,Barley,0.68,78.3,0.7
1648,16,47,Rice,0.66,87.4,0.64
1649,16,48,Corn,0.73,84.1,0.55
1650,16,49,Wheat,0.67,71.5,0.67
1651,16,50,Wheat,0.73,79.8,0.77
1652,16,51,Rice,0.79,67.6,0.56
1653,16,52,Soy,0.58,74.2,0.68
1654,16,53,Barley,0.9,76.1,0.57
1655,16,54,Barley,0.56,79.1,0.36
1656,16,55,Corn,0.7,72.0,0.64
1657,16,56,Rice,0.58,61.0,0.34
1658,16,57,Rice,0.65,87.8,0.66
1659,16,58,Rice,0.73,88.7,0.8
1660,16,59,Soy,0.87,80.6,0.39
1661,16,60,Rice,0.81,68.0,0.66
1662,16,61,Soy,0.68,77.8,0.34
1663,16,62,Barley,0.8,68.3,0.46
1664,16,63,Soy,0.65,81.0,0.38
1665,16,64,Barley,0.92,70.8,0.31
1666,16,65,Corn,0.74,76.7,0.81
1667,16,66,Rice,0.86,61.8,0.55
1668,16,67,Corn,0.66,89.9,0.39
1669,16,68,Rice,0.84,79.9,0.68
1670,16,69,Corn,0.96,88.2,0.84
1671,16,70,Wheat,0.55,82.3,0.6
1672,16,71,Wheat,0.8,76.9,0.8
1673,16,72,Soy,0.75,82.1,0.81
1674,16,73,Corn,0.77,74.1,0.75
1675,16,74,Rice,0.6,88.8,0.47
1676,16,75,Barley,0.51,83.2,0.58
1677,16,76,Soy,0.54,63.6,0.39
1678,16,77,Soy,0.64,88.5,0.85
1679,16,78,Wheat,0.93,77.3,0.7
1680,16,79,Corn,0.9,73.5,0.3
1681,16,80,Corn,1.0,83.8,0.78
1682,16,81,Soy,0.87,66.9,0.31
1683,16,82,Wheat,0.68,88.7,0.67
1684,16,83,Barley,0.96,65.0,0.56
1685,16,84,Wheat,0.9,68.9,0.43
1686,16,85,Corn,0.85,86.7,0.75
1687,16,86,Barley,0.77,78.2,0.9
1688,16,87,Soy,0.86,85.6,0.72
1689,16,88,Barley,0.98,66.0,0.78
1690,16,89,Soy,0.93,84.1,0.85
1691,16,90,Wheat,0.6,65.4,0.56
1692,16,91,Barley,0.55,82.3,0.68
1693,16,92,Rice,0.51,64.6,0.62
1694,16,93,Corn,0.86,70.3,0.49
1695,16,94,Soy,0.64,74.3,0.34
1696,16,95,Barley,0.86,87.6,0.81
1697,16,96,Barley,0.59,82.0,0.36
1698,16,97,Rice,0.72,68.5,0.64
1699,16,98,Wheat,0.51,73.4,0.32
1700,16,99,Rice,0.55,70.5,0.62
1701,17,0,Barley,0.54,88.2,0.33
1702,17,1,Corn,0.9,65.2,0.72
1703,17,2,Barley,0.95,87.5,0.66
1704,17,3,Barley,0.59,84.8,0.73
1705,17,4,Barley,0.76,63.9,0.64
1706,17,5,Rice,0.58,68.2,0.75
1707,17,6,Rice,0.89,81.3,0.52
1708,17,7,Soy,0.91,81.2,0.5
1709,17,8,Soy,0.89,67.0,0.6
1710,17,9,Soy,0.63,79.0,0.6
1711,17,10,Barley,0.67,80.6,0.5
1712,17,11,Soy,0.6,62.2,0.6
1713,17,12,Soy,0.5,71.4,0.43
1714,17,13,Wheat,0.53,87.2,0.69
1715,17,14,Rice,0.99,87.0,0.88
1716,17,15,Soy,0.96,79.9,0.66
1717,17,16,Rice,0.54,79.6,0.58
1718,17,17,Corn,0.73,85.7,0.84
1719,17,18,Wheat,0.99,70.3,0.7
1720,17,19,Corn,0.53,61.5,0.48
1721,17,20,Rice,0.83,85.4,0.67
1722,17,21,Rice,0.55,69.4,0.75
1723,17,22,Corn,0.67,80.2,0.76
1724,17,23,Soy,0.52,74.6,0.3
1725,17,24,Wheat,0.8,64.3,0.76
1726,17,25,Rice,0.85,72.6,0.78
1727,17,26,Barley,0.52,67.9,0.41
1728,17,27,Wheat,0.75,60.2,0.81
1729,17,28,Corn,0.65,75.7,0.73
1730,17,29,Rice,0.85,76.9,0.67
1731,17,30,Rice,0.76,69.2,0.76
1732,17,31,Corn,0.51,68.8,0.45
1733,17,32,Barley,0.63,73.4,0.39
1734,17,33,Barley,0.74,78.5,0.34
1735,17,34,Rice,0.55,89.1,0.56
1736,17,35,Soy,0.94,74.3,0.6
1737,17,36,Barley,0.95,88.0,0.36
1738,17,37,Barley,0.56,89.2,0.54
1739,17,38,Soy,0.94,78.2,0.46
1740,17,39,Barley,0.79,76.8,0.83
1741,17,40,Soy,0.93,61.8,0.64
1742,17,41,Corn,0.81,66.7,0.4
1743,17,42,Wheat,0.96,89.9,0.59
1744,17,43,Wheat,0.73,82.4,0.32
1745,17,44,Corn,1.0,80.0,0.57
1746,17,45,Barley,0.93,77.0,0.84
1747,17,46,Wheat,0.81,80.5,0.61
1748,17,47,Corn,0.7,80.4,0.43
1749,17,48,Wheat,0.81,66.6,0.85
1750,17,49,Barley,0.86,83.5,0.86
1751,17,50,Soy,0.67,74.0,0.47
1752,17,51,Corn,0.77,81.0,0.4
1753,17,52,Wheat,0.95,70.4,0.35
1754,17,53,Barley,0.98,77.3,0.76
1755,17,54,Wheat,0.81,82.1,0.73
1756,17,55,Barley,0.58,78.4,0.76
1757,17,56,Barley,0.88,79.0,0.4
1758,17,57,Barley,0.62,65.6,0.88
1759,17,58,Barley,0.53,75.2,0.42
1760,17,59,Corn,0.69,68.2,0.32
1761,17,60,Soy,0.63,71.1,0.54
1762,17,61,Corn,0.76,84.1,0.63
1763,17,62,Wheat,0.5,61.4,0.55
1764,17,63,Corn,0.84,67.7,0.59
1765,17,64,Corn,0.72,83.7,0.64
1766,17,65,Wheat,0.63,85.4,0.43
1767,17,66,Soy,0.64,66.4,0.81
1768,17,67,Corn,0.52,65.0,0.46
1769,17,68,Barley,0.61,84.0,0.9
1770,17,69,Corn,0.56,81.5,0.88
1771,17,70,Wheat,0.72,76.9,0.49
1772,17,71,Soy,0.75,73.7,0.62
1773,17,72,Corn,0.91,86.3,0.86
1774,17,73,Corn,0.78,68.4,0.63
1775,17,74,Wheat,0.79,79.4,0.77
1776,17,75,Rice,0.55,87.9,0.58
1777,17,76,Rice,0.68,65.2,0.58
1778,17,77,Corn,0.9,65.8,0.52
1779,17,78,Barley,0.79,63.6,0.59
1780,17,79,Corn,0.69,68.0,0.33
1781,17,80,Rice,0.72,77.1,0.88
1782,17,81,Corn,0.56,69.9,0.81
1783,17,82,Barley,0.51,76.8,0.81
1784,17,83,Soy,0.57,74.5,0.71
1785,17,84,Corn,0.65,75.9,0.42
1786,17,85,Wheat,0.64,88.6,0.43
1787,17,86,Barley,0.85,66.2,0.35
1788,17,87,Corn,0.58,80.1,0.77
1789,17,88,Rice,0.88,74.2,0.84
1790,17,89,Corn,0.85,80.4,0.67
1791,17,90,Rice,0.58,77.9,0.81
1792,17,91,Wheat,0.83,82.7,0.84
1793,17,92,Soy,0.66,76.0,0.39
1794,17,93,Rice,0.55,81.1,0.53
1795,17,94,Corn,0.81,82.1,0.38
1796,17,95,Wheat,0.9,65.3,0.54
1797,17,96,Barley,0.98,87.7,0.58
1798,17,97,Corn,0.78,81.7,0.73
1799,17,98,Barley,0.78,62.9,0.7
1800,17,99,Rice,0.73,85.8,0.89
1801,18,0,Wheat,0.65,65.7,0.44
1802,18,1,Soy,0.57,77.6,0.39
1803,18,2,Corn,0.65,69.4,0.74
1804,18,3,Wheat,0.67,77.3,0.72
1805,18,4,Wheat,0.87,86.6,0.38
1806,18,5,Soy,0.56,86.7,0.79
1807,18,6,Rice,0.59,83.6,0.51
1808,18,7,Soy,0.99,84.4,0.58
1809,18,8,Soy,0.54,75.2,0.71
1810,18,9,Soy,0.96,86.1,0.66
1811,18,10,Barley,0.57,74.0,0.7
1812,18,11,Corn,0.77,66.3,0.37
1813,18,12,Soy,0.7,86.9,0.47
1814,18,13,Corn,0.7,73.8,0.79
1815,18,14,Soy,0.85,78.0,0.86
1816,18,15,Rice,0.83,78.8,0.55
1817,18,16,Rice,0.97,62.5,0.88
1818,18,17,Soy,0.86,70.6,0.86
1819,18,18,Wheat,0.8,70.8,0.81
1820,18,19,Corn,0.59,81.5,0.75
1821,18,20,Rice,0.74,80.3,0.62
1822,18,21,Barley,0.75,89.7,0.43
1823,18,22,Wheat,0.82,81.9,0.45
1824,18,23,Rice,0.68,66.7,0.4
1825,18,24,Wheat,0.57,70.4,0.81
1826,18,25,Corn,0.94,65.0,0.3
1827,18,26,Wheat,0.52,85.9,0.46
1828,18,27,Barley,0.57,85.4,0.66
1829,18,28,Wheat,0.73,87.4,0.89
1830,18,29,Rice,0.94,79.8,0.48
1831,18,30,Barley,0.55,68.1,0.43
1832,18,31,Corn,0.87,86.9,0.35
1833,18,32,Rice,0.64,68.2,0.47
1834,18,33,Corn,0.54,71.5,0.8
1835,18,34,Soy,0.95,60.7,0.38
1836,18,35,Rice,0.99,77.3,0.39
1837,18,36,Wheat,0.57,73.1,0.39
1838,18,37,Corn,0.95,79.4,0.37
1839,18,38,Wheat,0.82,89.0,0.57
1840,18,39,Barley,0.6,61.7,0.8
1841,18,40,Corn,0.84,62.7,0.58
1842,18,41,Corn,0.91,76.9,0.63
1843,18,42,Barley,0.75,89.9,0.64
1844,18,43,Barley,0.95,68.6,0.53
1845,18,44,Barley,0.76,76.1,0.5
1846,18,45,Barley,0.59,66.1,0.68
1847,18,46,Soy,0.85,75.9,0.51
1848,18,47,Corn,0.84,65.5,0.37
1849,18,48,Soy,0.82,65.3,0.82
1850,18,49,Soy,0.94,70.2,0.65
1851,18,50,Wheat,0.76,88.2,0.8
1852,18,51,Corn,0.85,79.8,0.59
1853,18,52,Corn,0.98,71.2,0.69
1854,18,53,Corn,0.57,79.2,0.85
1855,18,54,Corn,0.69,66.0,0.75
1856,18,55,Barley,0.61,79.1,0.51
1857,18,56,Rice,0.66,87.6,0.5
1858,18,57,Wheat,0.76,88.1,0.46
1859,18,58,Wheat,0.92,77.6,0.59
1860,18,59,Barley,0.7,86.4,0.85
1861,18,60,Soy,0.78,71.6,0.31
1862,18,61,Rice,0.91,86.6,0.76
1863,18,62,Wheat,0.96,70.0,0.51
1864,18,63,Soy,0.67,81.1,0.79
1865,18,64,Corn,0.59,87.6,0.56
1866,18,65,Rice,0.79,77.0,0.73
1867,18,66,Rice,0.95,68.2,0.8
1868,18,67,Corn,0.62,80.9,0.58
1869,18,68,Wheat,0.75,63.4,0.74
1870,18,69,Rice,0.74,70.4,0.34
1871,18,70,Barley,0.96,86.9,0.48
1872,18,71,Barley,0.73,82.1,0.49
1873,18,72,Barley,0.77,61.6,0.59
1874,18,73,Rice,0.57,77.2,0.69
1875,18,74,Wheat,0.73,67.4,0.58
1876,18,75,Soy,0.67,60.4,0.81
1877,18,76,Wheat,0.61,68.0,0.45
1878,18,77,Soy,0.75,83.2,0.38
1879,18,78,Rice,0.89,72.1,0.52
1880,18,79,Corn,0.59,68.0,0.45
1881,18,80,Soy,0.57,90.0,0.66
1882,18,81,Soy,0.56,77.3,0.64
1883,18,82,Wheat,0.88,66.7,0.74
1884,18,83,Rice,0.89,66.1,0.77
1885,18,84,Wheat,0.94,63.1,0.39
1886,18,85,Rice,0.98,78.4,0.51
1887,18,86,Soy,0.69,86.4,0.35
1888,18,87,Corn,0.67,85.8,0.71
1889,18,88,Rice,1.0,88.2,0.78
1890,18,89,Soy,0.57,60.7,0.88
1891,18,90,Corn,0.52,76.8,0.87
1892,18,91,Wheat,0.69,87.5,0.68
1893,18,92,Wheat,0.54,87.0,0.74
1894,18,93,Rice,0.69,68.1,0.43
1895,18,94,Rice,0.71,75.1,0.65
1896,18,95,Rice,0.82,62.9,0.5
1897,18,96,Wheat,0.87,68.2,0.37
1898,18,97,Rice,0.82,89.8,0.59
1899,18,98,Soy,0.85,77.6,0.55
1900,18,99,Barley,0.68,90.0,0.34
1901,19,0,Barley,0.73,60.5,0.87
1902,19,1,Rice,0.86,89.1,0.87
1903,19,2,Soy,0.57,70.6,0.64
1904,19,3,Soy,0.86,62.5,0.87
1905,19,4,Soy,0.98,62.7,0.45
1906,19,5,Corn,0.59,70.3,0.77
1907,19,6,Soy,0.7,74.2,0.87
1908,19,7,Wheat,0.79,62.6,0.54
1909,19,8,Wheat,0.86,85.5,0.48
1910,19,9,Soy,0.63,74.6,0.72
1911,19,10,Barley,0.79,70.9,0.58
1912,19,11,Corn,0.97,75.6,0.53
1913,19,12,Wheat,0.68,74.6,0.77
1914,19,13,Wheat,0.78,63.1,0.44
1915,19,14,Wheat,0.81,61.5,0.71
1916,19,15,Corn,0.94,80.4,0.53
1917,19,16,Soy,0.66,74.6,0.46
1918,19,17,Corn,0.94,60.7,0.86
1919,19,18,Soy,0.84,80.0,0.45
1920,19,19,Rice,0.86,81.2,0.53
1921,19,20,Wheat,0.53,89.1,0.67
1922,19,21,Barley,0.68,78.9,0.34
1923,19,22,Corn,0.56,68.3,0.36
1924,19,23,Corn,0.78,67.2,0.68
1925,19,24,Wheat,0.92,73.7,0.65
1926,19,25,Wheat,0.7,62.8,0.66
1927,19,26,Barley,0.61,74.9,0.66
1928,19,27,Barley,0.65,69.8,0.8
1929,19,28,Wheat,0.79,84.9,0.5
1930,19,29,Soy,0.88,80.8,0.41
1931,19,30,Wheat,0.84,67.7,0.84
1932,19,31,Barley,0.97,74.4,0.64
1933,19,32,Wheat,0.94,81.5,0.77
1934,19,33,Barley,0.55,65.2,0.42
1935,19,34,Rice,0.85,89.1,0.58
1936,19,35,Soy,0.7,62.8,0.37
1937,19,36,Barley,0.67,88.6,0.36
1938,19,37,Corn,0.74,60.5,0.57
1939,19,38,Corn,0.88,74.5,0.66
1940,19,39,Soy,0.71,68.6,0.86
1941,19,40,Soy,0.91,89.0,0.33
1942,19,41,Corn,0.74,85.7,0.52
1943,19,42,Rice,0.53,87.1,0.74
1944,19,43,Rice,0.82,74.8,0.48
1945,19,44,Barley,0.89,63.2,0.75
1946,19,45,Soy,0.66,67.4,0.87
1947,19,46,Corn,0.61,75.9,0.65
1948,19,47,Soy,0.82,71.7,0.45
1949,19,48,Corn,0.68,69.8,0.66
1950,19,49,Corn,0.95,69.1,0.48
1951,19,50,Barley,0.88,67.0,0.4
1952,19,51,Soy,0.73,76.1,0.78
1953,19,52,Rice,0.99,80.6,0.7
1954,19,53,Soy,0.67,80.7,0.81
1955,19,54,Corn,0.72,61.3,0.82
1956,19,55,Rice,0.82,60.8,0.51
1957,19,56,Corn,0.76,62.6,0.37
1958,19,57,Soy,0.67,60.5,0.58
1959,19,58,Corn,0.71,73.2,0.51
1960,19,59,Wheat,0.93,61.6,0.68
1961,19,60,Rice,0.6,73.1,0.81
1962,19,61,Barley,0.66,70.1,0.67
1963,19,62,Wheat,0.6,61.8,0.31
1964,19,63,Corn,0.76,62.5,0.66
1965,19,64,Soy,0.58,83.2,0.38
1966,19,65,Corn,0.59,81.7,0.49
1967,19,66,Barley,0.92,68.6,0.44
1968,19,67,Soy,0.85,63.9,0.6
1969,19,68,Rice,0.59,70.7,0.77
1970,19,69,Rice,0.69,74.5,0.32
1971,19,70,Corn,0.96,75.5,0.33
1972,19,71,Wheat,0.94,60.7,0.88
1973,19,72,Soy,0.83,78.0,0.56
1974,19,73,Wheat,0.64,78.9,0.74
1975,19,74,Corn,0.69,79.3,0.83
1976,19,75,Soy,0.83,78.8,0.53
1977,19,76,Rice,0.78,88.7,0.63
1978,19,77,Rice,0.78,81.3,0.82
1979,19,78,Corn,0.71,69.5,0.66
1980,19,79,Soy,0.55,84.4,0.41
1981,19,80,Corn,0.56,73.0,0.66
1982,19,81,Rice,0.92,61.8,0.88
1983,19,82,Barley,0.94,79.5,0.89
1984,19,83,Wheat,0.95,71.5,0.85
1985,19,84,Corn,0.74,87.9,0.73
1986,19,85,Barley,0.97,70.3,0.83
1987,19,86,Rice,0.92,61.4,0.55
1988,19,87,Corn,0.69,88.4,0.51
1989,19,88,Rice,0.61,85.0,0.9
1990,19,89,Rice,0.86,89.4,0.83
1991,19,90,Corn,0.86,65.4,0.37
1992,19,91,Barley,0.95,60.6,0.79
1993,19,92,Corn,0.53,88.5,0.31
1994,19,93,Rice,0.68,82.3,0.56
1995,19,94,Soy,0.52,85.7,0.35
1996,19,95,Rice,0.61,60.1,0.52
1997,19,96,Corn,0.7,79.7,0.79
1998,19,97,Barley,0.56,81.3,0.39
1999,19,98,Rice,0.91,70.3,0.51
2000,19,99,Barley,0.6,74.2,0.45
2001,20,0,Barley,0.71,64.0,0.38
2002,20,1,Wheat,0.9,62.4,0.88
2003,20,2,Barley,0.56,84.3,0.56
2004,20,3,Rice,0.81,84.7,0.31
2005,20,4,Rice,0.97,66.9,0.71
2006,20,5,Corn,0.73,84.5,0.61
2007,20,6,Corn,0.62,70.9,0.79
2008,20,7,Barley,0.97,68.7,0.52
2009,20,8,Soy,0.53,83.8,0.85
2010,20,9,Rice,0.66,81.2,0.32
2011,20,10,Barley,0.91,79.1,0.61
2012,20,11,Corn,0.58,83.9,0.59
2013,20,12,Rice,0.54,85.9,0.31
2014,20,13,Wheat,0.73,88.5,0.34
2015,20,14,Corn,0.67,78.7,0.47
2016,20,15,Wheat,0.9,62.7,0.64
2017,20,16,Rice,0.67,70.6,0.42
2018,20,17,Soy,0.83,63.9,0.41
2019,20,18,Barley,0.78,63.6,0.38
2020,20,19,Barley,0.8,89.7,0.86
2021,20,20,Soy,0.76,65.5,0.64
2022,20,21,Barley,0.57,82.1,0.45
2023,20,22,Barley,0.53,83.5,0.88
2024,20,23,Wheat,0.77,74.7,0.55
2025,20,24,Barley,0.82,60.1,0.37
2026,20,25,Wheat,0.86,81.8,0.61
2027,20,26,Barley,0.86,88.6,0.56
2028,20,27,Barley,0.87,83.1,0.67
2029,20,28,Corn,0.51,75.9,0.72
2030,20,29,Soy,0.61,77.6,0.51
2031,20,30,Corn,0.86,64.8,0.4
2032,20,31,Barley,0.56,86.5,0.55
2033,20,32,Wheat,0.59,77.9,0.6
2034,20,33,Barley,0.83,67.4,0.58
2035,20,34,Rice,0.9,63.0,0.32
2036,20,35,Rice,0.58,68.0,0.78
2037,20,36,Rice,0.78,83.0,0.51
2038,20,37,Rice,0.59,88.7,0.48
2039,20,38,Barley,0.6,67.0,0.43
2040,20,39,Rice,0.74,69.3,0.65
2041,20,40,Soy,0.84,84.2,0.65
2042,20,41,Barley,0.79,81.9,0.56
2043,20,42,Corn,0.55,63.7,0.7
2044,20,43,Barley,0.64,87.3,0.32
2045,20,44,Wheat,0.97,67.0,0.78
2046,20,45,Soy,0.81,83.0,0.45
2047,20,46,Barley,0.83,79.5,0.58
2048,20,47,Corn,0.61,74.0,0.75
2049,20,48,Wheat,0.98,62.6,0.4
2050,20,49,Wheat,0.6,86.8,0.84
2051,20,50,Corn,0.63,75.9,0.38
2052,20,51,Corn,0.76,63.4,0.79
2053,20,52,Corn,0.75,74.3,0.54
2054,20,53,Corn,0.52,63.1,0.4
2055,20,54,Rice,0.87,71.2,0.82
2056,20,55,Soy,0.55,63.5,0.74
2057,20,56,Corn,0.53,67.9,0.44
2058,20,57,Rice,0.75,84.3,0.7
2059,20,58,Barley,0.52,67.0,0.39
2060,20,59,Wheat,0.6,79.1,0.89
2061,20,60,Barley,0.7,66.9,0.63
2062,20,61,Barley,0.8,78.5,0.39
2063,20,62,Rice,0.89,82.3,0.34
2064,20,63,Rice,0.64,63.1,0.68
2065,20,64,Corn,0.74,85.4,0.69
2066,20,65,Corn,0.98,87.4,0.89
2067,20,66,Rice,0.7,71.2,0.6
2068,20,67,Soy,0.85,86.3,0.5
2069,20,68,Corn,0.64,63.5,0.73
2070,20,69,Barley,0.81,72.8,0.78
2071,20,70,Corn,0.9,64.8,0.71
2072,20,71,Corn,0.96,88.8,0.75
2073,20,72,Soy,0.97,83.2,0.72
2074,20,73,Rice,0.65,78.6,0.4
2075,20,74,Soy,0.6,62.1,0.79
2076,20,75,Corn,0.91,65.0,0.68
2077,20,76,Soy,0.81,70.5,0.53
2078,20,77,Corn,0.71,66.8,0.7
2079,20,78,Soy,0.52,69.3,0.81
2080,20,79,Wheat,0.65,89.1,0.82
2081,20,80,Wheat,0.56,84.0,0.5
2082,20,81,Corn,0.75,62.1,0.37
2083,20,82,Soy,0.91,61.7,0.43
2084,20,83,Corn,0.66,61.4,0.66
2085,20,84,Soy,0.68,81.6,0.61
2086,20,85,Rice,0.89,75.4,0.6
2087,20,86,Soy,0.73,64.4,0.48
2088,20,87,Soy,0.83,88.2,0.35
2089,20,88,Corn,0.59,66.0,0.48
2090,20,89,Soy,0.63,81.7,0.72
2091,20,90,Corn,0.82,90.0,0.67
2092,20,91,Corn,0.56,89.7,0.47
2093,20,92,Barley,0.59,78.6,0.76
2094,20,93,Corn,0.66,64.6,0.88
2095,20,94,Soy,0.59,89.8,0.45
2096,20,95,Wheat,0.99,81.8,0.77
2097,20,96,Rice,0.63,84.8,0.77
2098,20,97,Soy,0.98,89.4,0.62
2099,20,98,Soy,0.92,66.1,0.31
2100,20,99,Soy,0.67,69.7,0.48
2101,21,0,Barley,0.77,67.4,0.32
2102,21,1,Wheat,0.67,89.7,0.55
2103,21,2,Soy,0.85,79.6,0.64
2104,21,3,Corn,0.68,69.3,0.56
2105,21,4,Wheat,0.73,71.1,0.72
2106,21,5,Wheat,0.86,73.6,0.44
2107,21,6,Soy,0.71,73.2,0.35
2108,21,7,Corn,0.84,65.2,0.4
2109,21,8,Wheat,0.69,85.7,0.46
2110,21,9,Rice,0.7,83.2,0.45
2111,21,10,Corn,0.66,87.4,0.61
2112,21,11,Wheat,0.99,75.8,0.84
2113,21,12,Wheat,0.75,80.2,0.51
2114,21,13,Corn,0.61,82.6,0.35
2115,21,14,Barley,0.78,77.8,0.79
2116,21,15,Corn,0.73,81.1,0.31
2117,21,16,Rice,0.89,76.0,0.61
2118,21,17,Barley,0.97,72.0,0.79
2119,21,18,Soy,0.56,89.5,0.64
2120,21,19,Barley,0.99,74.3,0.86
2121,21,20,Rice,0.58,85.1,0.32
2122,21,21,Rice,0.64,77.9,0.87
2123,21,22,Rice,0.89,68.2,0.75
2124,21,23,Wheat,0.58,63.4,0.5
2125,21,24,Barley,0.91,87.5,0.68
2126,21,25,Rice,0.84,70.1,0.64
2127,21,26,Barley,0.9,68.9,0.85
2128,21,27,Barley,0.78,82.4,0.55
2129,21,28,Soy,0.99,79.4,0.36
2130,21,29,Soy,0.8,79.8,0.34
2131,21,30,Soy,0.7,64.0,0.55
2132,21,31,Wheat,0.98,67.4,0.89
2133,21,32,Wheat,0.54,74.9,0.67
2134,21,33,Soy,0.76,86.1,0.75
2135,21,34,Rice,0.82,72.8,0.88
2136,21,35,Corn,0.67,64.3,0.7
2137,21,36,Wheat,0.55,72.0,0.66
2138,21,37,Corn,0.71,68.7,0.41
2139,21,38,Wheat,0.91,89.8,0.47
2140,21,39,Barley,0.79,71.3,0.83
2141,21,40,Rice,0.88,78.5,0.6
2142,21,41,Wheat,0.86,77.2,0.82
2143,21,42,Barley,0.64,65.1,0.31
2144,21,43,Rice,0.63,63.9,0.6
2145,21,44,Wheat,0.9,60.5,0.49
2146,21,45,Rice,0.59,64.1,0.47
2147,21,46,Wheat,0.78,81.8,0.82
2148,21,47,Soy,0.98,79.0,0.8
2149,21,48,Wheat,0.76,68.5,0.84
2150,21,49,Wheat,0.9,66.5,0.56
2151,21,50,Barley,0.63,60.9,0.88
2152,21,51,Soy,0.53,68.5,0.49
2153,21,52,Corn,0.67,70.1,0.89
2154,21,53,Rice,0.79,86.0,0.75
2155,21,54,Corn,0.82,60.4,0.69
2156,21,55,Corn,0.77,67.9,0.83
2157,21,56,Soy,0.72,88.6,0.68
2158,21,57,Soy,0.99,85.6,0.55
2159,21,58,Soy,0.84,86.5,0.52
2160,21,59,Barley,0.98,60.1,0.38
2161,21,60,Barley,0.59,70.9,0.59
2162,21,61,Rice,1.0,74.4,0.77
2163,21,62,Soy,0.85,63.2,0.38
2164,21,63,Corn,0.99,62.4,0.86
2165,21,64,Rice,0.8,70.7,0.43
2166,21,65,Barley,0.58,87.6,0.88
2167,21,66,Wheat,0.67,72.0,0.57
2168,21,67,Wheat,0.53,82.7,0.38
2169,21,68,Rice,0.58,77.9,0.37
2170,21,69,Barley,1.0,86.6,0.7
2171,21,70,Rice,0.96,70.0,0.79
2172,21,71,Barley,0.95,64.0,0.33
2173,21,72,Soy,0.5,64.1,0.85
2174,21,73,Wheat,0.73,65.6,0.32
2175,21,74,Corn,0.89,84.3,0.63
2176,21,75,Soy,0.61,77.1,0.61
2177,21,76,Corn,0.71,76.4,0.78
2178,21,77,Rice,0.6,63.7,0.65
2179,21,78,Wheat,0.85,65.3,0.5
2180,21,79,Corn,0.85,66.2,0.65
2181,21,80,Rice,0.64,82.6,0.87
2182,21,81,Barley,0.74,80.9,0.37
2183,21,82,Soy,0.73,77.5,0.69
2184,21,83,Barley,0.89,63.1,0.4
2185,21,84,Soy,0.84,64.6,0.42
2186,21,85,Wheat,0.53,67.7,0.88
2187,21,86,Corn,0.58,84.9,0.8
2188,21,87,Barley,0.92,81.7,0.85
2189,21,88,Barley,0.98,87.4,0.39
2190,21,89,Corn,0.82,61.0,0.55
2191,21,90,Corn,0.68,84.6,0.76
2192,21,91,Rice,0.61,60.7,0.69
2193,21,92,Soy,0.87,80.0,0.39
2194,21,93,Rice,0.82,79.5,0.56
2195,21,94,Barley,0.95,68.0,0.45
2196,21,95,Corn,0.95,82.5,0.5
2197,21,96,Wheat,0.65,72.7,0.85
2198,21,97,Barley,0.9,79.0,0.45
2199,21,98,Barley,0.63,78.9,0.53
2200,21,99,Soy,0.89,86.4,0.61
2201,22,0,Rice,0.58,80.2,0.34
2202,22,1,Soy,0.67,80.1,0.83
2203,22,2,Barley,0.54,77.9,0.58
2204,22,3,Corn,0.65,63.0,0.52
2205,22,4,Wheat,0.66,69.0,0.59
2206,22,5,Soy,0.83,73.8,0.7
2207,22,6,Barley,0.86,67.5,0.67
2208,22,7,Rice,0.79,65.0,0.65
2209,22,8,Soy,0.89,75.4,0.48
2210,22,9,Barley,0.73,85.1,0.56
2211,22,10,Rice,0.81,79.0,0.72
2212,22,11,Rice,0.68,80.8,0.82
2213,22,12,Wheat,0.76,64.2,0.38
