x,y,soilBaseQuality,sunlight,nutrients,pH,organicMatter,compaction,salinity
352.64,470.24,0.637132,0.730029,0.308726,0.551255,0.84902,0.554296,0.527142
363.52,470.24,0.881858,0.73269,0.683137,0.864386,0.605432,0.749729,0.835501
374.4,470.24,0.230394,0.224271,0.550709,0.817371,0.431621,0.670902,0.64512
385.28,470.24,0.457526,0.427234,0.892542,0.508312,0.758832,0.417682,0.309658
396.16,470.24,0.449932,0.66527,0.850996,0.887064,0.495299,0.259722,0.53832
407.04,470.24,0.444319,0.614018,0.865462,0.426177,0.446709,0.648599,0.390563
417.92,470.24,0.85214,0.498328,0.326064,0.882534,0.522599,0.676773,0.799906
428.8,470.24,0.75422,0.447675,0.545025,0.311745,0.674909,0.537567,0.620058
439.68,470.24,0.533742,0.755249,0.729716,0.783674,0.520519,0.680712,0.770738
450.56,470.24,0.815818,0.740434,0.409058,0.360137,0.454453,0.37452,0.586314
461.44,470.24,0.701161,0.823119,0.776877,0.653301,0.421447,0.202941,0.635835
472.32,470.24,0.744046,0.679715,0.535741,0.598265,0.22739,0.880766,0.710011
483.2,470.24,0.702299,0.518333,0.430069,0.336041,0.373583,0.259784,0.219715
494.08,470.24,0.694102,0.740496,0.790453,0.60992,0.58093,0.299511,0.770056
504.96,470.24,0.835383,0.474032,0.45637,0.636544,0.39715,0.333247,0.389845
515.84,470.24,0.618597,0.336189,0.82568,0.462643,0.815903,0.461421,0.860908
526.72,470.24,0.843293,0.442187,0.670919,0.645592,0.760521,0.200988,0.781633
537.6,470.24,0.234103,0.260772,0.801348,0.728205,0.801268,0.691802,0.438125
548.48,470.24,0.482198,0.791313,0.308181,0.41758,0.365345,0.564551,0.854124
559.36,470.24,0.562495,0.697799,0.343969,0.281093,0.833987,0.269649,0.543736
570.24,470.24,0.74989,0.53107,0.504644,0.693183,0.773257,0.275563,0.438775
581.12,470.24,0.633778,0.276551,0.320409,0.667881,0.337323,0.221757,0.496086
592,470.24,0.238591,0.713559,0.73421,0.520789,0.604872,0.842391,0.738369
602.88,470.24,0.770216,0.506943,0.692493,0.432712,0.304741,0.836461,0.513804
613.76,470.24,0.238728,0.20611,0.85754,0.788619,0.537179,0.462184,0.581802
624.64,470.24,0.410436,0.537747,0.820577,0.844214,0.614298,0.240986,0.612095
635.52,470.24,0.751621,0.262743,0.208181,0.790212,0.776301,0.742391,0.411001
646.4,470.24,0.481173,0.684783,0.24937,0.35139,0.291725,0.741862,0.584101
352.64,481.12,0.396467,0.678324,0.897905,0.435195,0.684433,0.855445,0.323814
363.52,481.12,0.321613,0.417629,0.705616,0.532049,0.755376,0.626193,0.476263
374.4,481.12,0.469674,0.667179,0.888358,0.321295,0.729922,0.896539,0.211507
385.28,481.12,0.606223,0.738931,0.422508,0.887397,0.523714,0.471878,0.338786
396.16,481.12,0.615439,0.31374,0.722887,0.811906,0.792064,0.720792,0.347101
407.04,481.12,0.576497,0.676237,0.470914,0.69811,0.893866,0.27653,0.330159
417.92,481.12,0.749242,0.702723,0.606423,0.318916,0.469902,0.594781,0.440211
428.8,481.12,0.299824,0.59132,0.451719,0.706048,0.430251,0.674227,0.693444
439.68,481.12,0.753965,0.246105,0.83223,0.469404,0.359845,0.655118,0.38131
450.56,481.12,0.251909,0.47591,0.528411,0.628406,0.252148,0.799325,0.426516
461.44,481.12,0.246014,0.875855,0.556675,0.795256,0.678578,0.263097,0.214172
472.32,481.12,0.248481,0.657878,0.454383,0.348305,0.349199,0.706102,0.854353
483.2,481.12,0.57945,0.480328,0.647797,0.433415,0.526433,0.580027,0.702819
494.08,481.12,0.686278,0.335145,0.884129,0.738186,0.611055,0.51254,0.466592
504.96,481.12,0.663203,0.411865,0.693108,0.709216,0.387721,0.349782,0.604472
515.84,481.12,0.866299,0.41288,0.618644,0.21478,0.870758,0.873027,0.363085
526.72,481.12,0.319957,0.679128,0.317438,0.699407,0.259457,0.765235,0.232821
537.6,481.12,0.58589,0.445262,0.73564,0.372167,0.580407,0.71977,0.210353
548.48,481.12,0.291462,0.33231,0.476945,0.754665,0.544175,0.270053,0.563881
559.36,481.12,0.731896,0.419835,0.268354,0.698195,0.632715,0.686997,0.712975
570.24,481.12,0.603473,0.660024,0.87606,0.72343,0.439152,0.293497,0.522837
581.12,481.12,0.498609,0.858732,0.555658,0.884498,0.403994,0.391298,0.356666
592,481.12,0.784401,0.211068,0.367019,0.875863,0.343378,0.643965,0.730528
602.88,481.12,0.687553,0.714018,0.394409,0.519448,0.233853,0.462763,0.317643
613.76,481.12,0.666568,0.24976,0.830618,0.370042,0.709784,0.806678,0.893472
624.64,481.12,0.248937,0.200175,0.516308,0.547545,0.858907,0.871966,0.532044
635.52,481.12,0.362901,0.363265,0.68871,0.247302,0.374332,0.855729,0.223165
352.64,492,0.51771,0.599693,0.753692,0.305263,0.413711,0.248102,0.624711
363.52,492,0.447564,0.510865,0.742355,0.214132,0.560625,0.672973,0.384174
374.4,492,0.37041,0.579651,0.377646,0.419346,0.579826,0.693954,0.766892
385.28,492,0.538733,0.66592,0.398936,0.701634,0.829185,0.887645,0.748935
396.16,492,0.303517,0.843374,0.7721,0.621227,0.543068,0.625792,0.72649
407.04,492,0.756779,0.673894,0.451201,0.304343,0.284759,0.293556,0.318475
417.92,492,0.645384,0.766529,0.502649,0.815794,0.446179,0.680295,0.33514
428.8,492,0.826005,0.474249,0.202032,0.464738,0.240169,0.400967,0.266372
439.68,492,0.869354,0.388613,0.815307,0.272871,0.331987,0.687406,0.694099
450.56,492,0.675054,0.413199,0.520589,0.531833,0.887093,0.77179,0.636175
461.44,492,0.271852,0.865346,0.75465,0.717236,0.731874,0.357299,0.63303
472.32,492,0.278054,0.837593,0.76817,0.204059,0.411842,0.770201,0.468797
483.2,492,0.452011,0.271169,0.535168,0.421365,0.459781,0.450475,0.494236
494.08,492,0.591768,0.237882,0.288335,0.366822,0.45108,0.608923,0.698655
504.96,492,0.438173,0.480713,0.43483,0.510025,0.446059,0.289481,0.327261
515.84,492,0.277933,0.446779,0.760291,0.355987,0.384373,0.62846,0.360045
526.72,492,0.596215,0.498662,0.628842,0.848226,0.56983,0.26401,0.369591
537.6,492,0.829612,0.514485,0.663827,0.52138,0.552367,0.752161,0.688202
548.48,492,0.803447,0.461085,0.486857,0.34162,0.741798,0.721687,0.651645
559.36,492,0.287857,0.811168,0.778905,0.36579,0.357947,0.639196,0.521776
570.24,492,0.54232,0.367656,0.681822,0.238535,0.666318,0.410664,0.88676
581.12,492,0.336149,0.474674,0.356351,0.26576,0.78916,0.820178,0.58714
592,492,0.441526,0.672339,0.375342,0.344973,0.233423,0.662198,0.486593
602.88,492,0.775221,0.483886,0.238238,0.863078,0.395053,0.817143,0.328867
613.76,492,0.553,0.556339,0.650644,0.89532,0.723995,0.432466,0.233855
624.64,492,0.490313,0.64313,0.220615,0.626462,0.217804,0.376966,0.692222
635.52,492,0.806963,0.297144,0.379362,0.34849,0.769483,0.554704,0.493463
363.52,502.88,0.802906,0.316902,0.780057,0.678127,0.600788,0.818295,0.641205
374.4,502.88,0.795841,0.735438,0.770073,0.448841,0.391777,0.520716,0.444161
385.28,502.88,0.215773,0.753182,0.478015,0.506086,0.496312,0.498631,0.232548
396.16,502.88,0.514116,0.675597,0.72477,0.421079,0.77274,0.204132,0.569569
407.04,502.88,0.642223,0.558836,0.863032,0.54513,0.675738,0.743089,0.323257
417.92,502.88,0.376526,0.661383,0.764462,0.272367,0.496821,0.634535,0.521208
428.8,502.88,0.688599,0.255251,0.765369,0.704371,0.808433,0.343384,0.310457
439.68,502.88,0.404745,0.642015,0.343006,0.718861,0.417611,0.867776,0.23994
450.56,502.88,0.290352,0.871909,0.609508,0.732575,0.530745,0.57254,0.377705
461.44,502.88,0.306483,0.415629,0.500962,0.483009,0.877012,0.365424,0.555376
472.32,502.88,0.473834,0.799958,0.876584,0.262432,0.855209,0.741953,0.766803
483.2,502.88,0.763643,0.885337,0.877261,0.268388,0.627352,0.320267,0.787248
494.08,502.88,0.844963,0.288043,0.827188,0.235315,0.259951,0.536696,0.76789
504.96,502.88,0.590696,0.209236,0.245595,0.697179,0.424865,0.546557,0.280188
515.84,502.88,0.401878,0.71198,0.635564,0.675711,0.611939,0.612148,0.738143
526.72,502.88,0.567148,0.454101,0.604946,0.430791,0.439438,0.582207,0.499178
537.6,502.88,0.86679,0.702474,0.386426,0.811754,0.790516,0.313614,0.847069
548.48,502.88,0.850468,0.65031,0.714959,0.541163,0.659546,0.760554,0.338343
559.36,502.88,0.884411,0.407111,0.418531,0.386289,0.219091,0.854095,0.862
570.24,502.88,0.631029,0.566244,0.700143,0.298178,0.820345,0.405089,0.528968
581.12,502.88,0.359783,0.787297,0.828147,0.326574,0.58977,0.314573,0.238327
592,502.88,0.480287,0.428187,0.885396,0.430754,0.878497,0.700355,0.771918
602.88,502.88,0.638043,0.560909,0.21026,0.622454,0.76802,0.428791,0.808743
613.76,502.88,0.787111,0.382886,0.770743,0.51814,0.74913,0.570886,0.616318
624.64,502.88,0.669475,0.775975,0.245286,0.829258,0.663272,0.873433,0.255832
374.4,513.76,0.353042,0.288006,0.294159,0.633329,0.516192,0.279555,0.864083
385.28,513.76,0.494689,0.77991,0.736001,0.232732,0.44082,0.746261,0.655186
396.16,513.76,0.308839,0.275053,0.563929,0.89595,0.457939,0.434672,0.51409
407.04,513.76,0.307069,0.805557,0.230407,0.776544,0.681533,0.275693,0.705802
417.92,513.76,0.444804,0.249126,0.761634,0.597846,0.337131,0.855793,0.331175
428.8,513.76,0.653324,0.235349,0.295259,0.248013,0.815259,0.83126,0.280744
439.68,513.76,0.356079,0.677521,0.73593,0.464918,0.752574,0.399859,0.460868
450.56,513.76,0.310513,0.634531,0.774957,0.417582,0.540088,0.805364,0.294126
461.44,513.76,0.32162,0.881058,0.799928,0.566425,0.230184,0.661562,0.264271
472.32,513.76,0.367315,0.617355,0.395447,0.820639,0.652704,0.490706,0.868651
483.2,513.76,0.567963,0.421965,0.249396,0.724042,0.899487,0.785326,0.28896
494.08,513.76,0.752061,0.285185,0.549827,0.862574,0.719716,0.424784,0.380155
504.96,513.76,0.359804,0.330149,0.474281,0.481424,0.311207,0.374209,0.847849
515.84,513.76,0.34139,0.835771,0.212121,0.508705,0.553126,0.407567,0.429344
526.72,513.76,0.30583,0.698273,0.397995,0.673793,0.220238,0.447391,0.497835
537.6,513.76,0.219725,0.332717,0.586795,0.771786,0.417903,0.236622,0.734359
548.48,513.76,0.237619,0.461406,0.214515,0.397423,0.591555,0.488796,0.678847
559.36,513.76,0.702762,0.663005,0.626696,0.844152,0.598776,0.638817,0.452857
570.24,513.76,0.251902,0.846384,0.682201,0.357732,0.644657,0.880197,0.831526
581.12,513.76,0.664895,0.427588,0.429361,0.68462,0.560306,0.816156,0.556406
592,513.76,0.778208,0.852778,0.390766,0.815827,0.414184,0.405281,0.31325
602.88,513.76,0.805739,0.694077,0.792097,0.608501,0.457082,0.518793,0.552653
613.76,513.76,0.855857,0.257611,0.805511,0.207759,0.203995,0.587712,0.365492
385.28,524.64,0.648652,0.567909,0.297018,0.413547,0.795497,0.526379,0.898168
396.16,524.64,0.455803,0.442535,0.554574,0.334011,0.395312,0.74534,0.249838
407.04,524.64,0.609497,0.250621,0.363088,0.515236,0.744697,0.255185,0.223737
417.92,524.64,0.301779,0.573978,0.57639,0.257636,0.631589,0.4819,0.265396
428.8,524.64,0.635584,0.869612,0.430887,0.384236,0.537521,0.527905,0.597783
439.68,524.64,0.433018,0.854283,0.595951,0.688821,0.396818,0.250525,0.822832
450.56,524.64,0.59213,0.795865,0.87267,0.301627,0.846486,0.335757,0.616863
461.44,524.64,0.691183,0.390942,0.640599,0.792962,0.76492,0.316989,0.850599
472.32,524.64,0.496509,0.59889,0.215994,0.232092,0.568502,0.446882,0.416328
483.2,524.64,0.206024,0.774786,0.814111,0.439042,0.72907,0.510062,0.227863
494.08,524.64,0.225888,0.560587,0.850694,0.618018,0.456453,0.823364,0.719645
504.96,524.64,0.402939,0.259121,0.436508,0.894122,0.450063,0.877107,0.787085
515.84,524.64,0.314983,0.294097,0.737683,0.611492,0.692986,0.753678,0.643584
526.72,524.64,0.361489,0.300559,0.859912,0.367513,0.875345,0.774023,0.606555
537.6,524.64,0.704415,0.384085,0.634417,0.730303,0.744673,0.585112,0.448321
548.48,524.64,0.301125,0.508476,0.267966,0.504064,0.567597,0.504474,0.498187
559.36,524.64,0.81766,0.481581,0.385271,0.232643,0.575677,0.222955,0.644135
570.24,524.64,0.368664,0.776632,0.387719,0.530153,0.877191,0.347631,0.697665
581.12,524.64,0.852537,0.221654,0.40422,0.656952,0.405739,0.838637,0.487255
592,524.64,0.250412,0.523749,0.735575,0.351537,0.832225,0.803541,0.655601
602.88,524.64,0.499822,0.408015,0.253788,0.417482,0.689595,0.439059,0.450125
396.16,535.52,0.365273,0.462014,0.894259,0.533936,0.338646,0.381978,0.864089
407.04,535.52,0.315837,0.529609,0.661754,0.268374,0.551263,0.865974,0.725326
417.92,535.52,0.757002,0.804611,0.312581,0.807414,0.42836,0.848156,0.258951
428.8,535.52,0.360584,0.751697,0.714552,0.660406,0.259712,0.76834,0.877888
439.68,535.52,0.749308,0.307399,0.428012,0.21458,0.569412,0.422272,0.548517
450.56,535.52,0.708058,0.60425,0.512606,0.823896,0.233859,0.27436,0.89227
461.44,535.52,0.585122,0.240334,0.717596,0.442124,0.844944,0.830177,0.349538
472.32,535.52,0.373304,0.778333,0.408489,0.533889,0.630031,0.223041,0.294295
483.2,535.52,0.689743,0.791381,0.272183,0.53905,0.898779,0.500195,0.553631
494.08,535.52,0.568192,0.722467,0.202147,0.37625,0.426717,0.514753,0.300146
504.96,535.52,0.460577,0.589113,0.292416,0.845699,0.629446,0.810012,0.387823
515.84,535.52,0.574391,0.740189,0.537362,0.747695,0.618522,0.745851,0.381584
526.72,535.52,0.348553,0.768892,0.475878,0.838295,0.660272,0.548061,0.477346
537.6,535.52,0.659051,0.848256,0.830976,0.327243,0.670723,0.833124,0.503493
548.48,535.52,0.897441,0.447877,0.603639,0.458017,0.836989,0.696055,0.403716
559.36,535.52,0.566435,0.606066,0.59154,0.240826,0.446255,0.228901,0.788521
570.24,535.52,0.864777,0.774752,0.270104,0.31333,0.643644,0.545983,0.251625
581.12,535.52,0.403916,0.894044,0.528971,0.862967,0.8423,0.459948,0.29021
592,535.52,0.613024,0.393071,0.593703,0.610465,0.640948,0.297342,0.868482
417.92,546.4,0.577937,0.793397,0.372198,0.244372,0.499463,0.763738,0.285198
428.8,546.4,0.745718,0.792639,0.873719,0.710496,0.667392,0.243824,0.823825
439.68,546.4,0.411035,0.589806,0.875451,0.614951,0.583851,0.504422,0.577919
450.56,546.4,0.526151,0.764369,0.668129,0.239175,0.257441,0.361832,0.649639
461.44,546.4,0.698388,0.459175,0.618121,0.376325,0.352571,0.790319,0.420697
472.32,546.4,0.652035,0.654057,0.505896,0.497753,0.546697,0.479615,0.308248
483.2,546.4,0.314088,0.523438,0.232074,0.525124,0.213245,0.207525,0.240075
494.08,546.4,0.597095,0.511946,0.617993,0.223246,0.376316,0.386122,0.262421
504.96,546.4,0.433756,0.547955,0.71206,0.232145,0.80713,0.430181,0.40847
515.84,546.4,0.259701,0.320501,0.629168,0.711735,0.774558,0.235063,0.309488
526.72,546.4,0.421255,0.514678,0.417737,0.535343,0.838116,0.449811,0.860467
537.6,546.4,0.851361,0.457335,0.200541,0.548456,0.769282,0.618535,0.571702
548.48,546.4,0.245597,0.804657,0.634123,0.479354,0.452612,0.446183,0.511499
559.36,546.4,0.359742,0.676365,0.719969,0.419443,0.796865,0.449136,0.231178
570.24,546.4,0.671423,0.4842,0.340667,0.892678,0.798877,0.558403,0.528021
439.68,557.28,0.736994,0.808214,0.488488,0.688355,0.365549,0.489029,0.336811
450.56,557.28,0.234831,0.207564,0.708513,0.280428,0.812222,0.442636,0.559782
461.44,557.28,0.364834,0.688819,0.87128,0.524576,0.465184,0.691249,0.744019
472.32,557.28,0.362049,0.240386,0.775197,0.833473,0.524585,0.215863,0.826151
483.2,557.28,0.423463,0.574267,0.454172,0.260456,0.48248,0.74266,0.748811
494.08,557.28,0.648029,0.331689,0.885622,0.68286,0.339253,0.694135,0.763288
504.96,557.28,0.251475,0.236771,0.42307,0.416309,0.72559,0.39435,0.740885
515.84,557.28,0.290774,0.885599,0.584903,0.452824,0.225985,0.4601,0.386297
526.72,557.28,0.55057,0.475964,0.312448,0.774033,0.85023,0.56662,0.834489
537.6,557.28,0.432711,0.40928,0.6833,0.88074,0.540969,0.668922,0.6636
548.48,557.28,0.680222,0.463057,0.526888,0.731697,0.499829,0.749958,0.248006
483.2,568.16,0.325419,0.244308,0.788891,0.416194,0.229907,0.473795,0.669017
494.08,568.16,0.255892,0.733895,0.855314,0.606462,0.309859,0.267762,0.480495
504.96,568.16,0.260089,0.634382,0.414984,0.4928,0.843661,0.898284,0.47354
791.44,510.88,0.39818,0.746035,0.603884,0.341841,0.744319,0.877424,0.626472
802.32,510.88,0.511525,0.214564,0.691324,0.541789,0.578593,0.587874,0.871882
813.2,510.88,0.792579,0.532431,0.627393,0.350873,0.365878,0.599099,0.639074
824.08,510.88,0.47312,0.339821,0.283167,0.414257,0.735858,0.333723,0.465253
834.96,510.88,0.499656,0.664774,0.576338,0.697837,0.510808,0.280222,0.839678
845.84,510.88,0.355127,0.257646,0.56615,0.666653,0.272211,0.357474,0.308442
856.72,510.88,0.650803,0.745348,0.280324,0.543382,0.377778,0.707717,0.694255
867.6,510.88,0.543657,0.406816,0.433329,0.816777,0.546637,0.516496,0.331034
878.48,510.88,0.382495,0.650219,0.596287,0.682151,0.414993,0.272625,0.479988
889.36,510.88,0.725801,0.352847,0.419666,0.880929,0.410493,0.785815,0.647582
900.24,510.88,0.482704,0.243289,0.756024,0.233507,0.788637,0.836347,0.576889
769.68,521.76,0.266415,0.644065,0.371143,0.610072,0.85088,0.604472,0.526849
780.56,521.76,0.497517,0.220968,0.657883,0.680012,0.671187,0.35417,0.462163
791.44,521.76,0.88618,0.426795,0.742151,0.711981,0.579641,0.261817,0.69291
802.32,521.76,0.790134,0.847632,0.440492,0.372838,0.890921,0.296515,0.406345
813.2,521.76,0.779558,0.232863,0.783234,0.845974,0.676927,0.254377,0.556046
824.08,521.76,0.627807,0.658849,0.882894,0.225325,0.679817,0.640777,0.705337
834.96,521.76,0.451004,0.794947,0.2675,0.437184,0.321741,0.809651,0.249165
845.84,521.76,0.701383,0.871468,0.742075,0.591517,0.8191,0.282567,0.764355
856.72,521.76,0.810021,0.379082,0.2707,0.68958,0.411945,0.853933,0.635553
867.6,521.76,0.888872,0.20831,0.291599,0.61668,0.667159,0.274493,0.642004
878.48,521.76,0.446976,0.71527,0.447341,0.69798,0.610217,0.514841,0.235164
889.36,521.76,0.731958,0.424492,0.28433,0.533341,0.39596,0.826405,0.224858
900.24,521.76,0.31506,0.208972,0.789213,0.225082,0.388054,0.859913,0.714661
911.12,521.76,0.599999,0.813846,0.450215,0.588872,0.822156,0.541814,0.305551
922,521.76,0.589316,0.616307,0.747555,0.836292,0.431577,0.294896,0.634272
747.92,532.64,0.841794,0.609737,0.669437,0.673753,0.834229,0.753766,0.307094
758.8,532.64,0.330189,0.680171,0.331952,0.445249,0.689143,0.221165,0.470331
769.68,532.64,0.877198,0.881077,0.284992,0.577197,0.794923,0.535207,0.266069
780.56,532.64,0.717079,0.877021,0.37162,0.406395,0.593328,0.219176,0.342687
791.44,532.64,0.824905,0.314072,0.776959,0.766699,0.723809,0.546396,0.540452
802.32,532.64,0.658038,0.400162,0.647546,0.788227,0.880334,0.779498,0.333476
813.2,532.64,0.669477,0.800663,0.603807,0.646675,0.78174,0.688799,0.323873
824.08,532.64,0.676663,0.324006,0.389941,0.493743,0.301026,0.561561,0.700137
834.96,532.64,0.694354,0.580737,0.842824,0.619259,0.694809,0.719783,0.485958
845.84,532.64,0.518618,0.366179,0.82641,0.276656,0.566342,0.573956,0.864883
856.72,532.64,0.546676,0.453454,0.298359,0.316153,0.354117,0.702166,0.762828
867.6,532.64,0.235857,0.490965,0.886701,0.71252,0.614971,0.376642,0.306263
878.48,532.64,0.715997,0.738204,0.8064,0.510351,0.418941,0.749224,0.22961
889.36,532.64,0.21375,0.569008,0.515568,0.532368,0.735187,0.441979,0.609024
900.24,532.64,0.401529,0.815935,0.573907,0.748204,0.369389,0.672266,0.864357
911.12,532.64,0.523506,0.474432,0.727185,0.559363,0.765397,0.713886,0.371883
922,532.64,0.480367,0.890528,0.478146,0.296365,0.728732,0.384546,0.606716
932.88,532.64,0.247672,0.233771,0.636326,0.261422,0.602778,0.251894,0.59379
943.76,532.64,0.437965,0.493873,0.302813,0.639494,0.409808,0.67672,0.487698
726.16,543.52,0.579198,0.448985,0.452056,0.202704,0.723417,0.279241,0.562067
737.04,543.52,0.588813,0.793127,0.73395,0.869181,0.783656,0.312096,0.265545
747.92,543.52,0.612388,0.496642,0.672261,0.66006,0.530413,0.408587,0.721482
758.8,543.52,0.233191,0.460482,0.415272,0.471157,0.754355,0.518085,0.210651
769.68,543.52,0.264163,0.294805,0.498349,0.643361,0.54379,0.750405,0.646065
780.56,543.52,0.367207,0.829646,0.308131,0.75602,0.722773,0.842081,0.725201
791.44,543.52,0.606429,0.254178,0.790747,0.318817,0.55082,0.563008,0.778877
802.32,543.52,0.881233,0.771595,0.600359,0.214424,0.332077,0.81563,0.485581
813.2,543.52,0.886432,0.433715,0.496232,0.250595,0.52852,0.794581,0.693956
824.08,543.52,0.87231,0.644986,0.44002,0.339517,0.574632,0.548152,0.895537
834.96,543.52,0.397405,0.490233,0.720738,0.803834,0.544411,0.611485,0.222651
845.84,543.52,0.895231,0.274493,0.801528,0.876464,0.846088,0.501886,0.890889
856.72,543.52,0.278165,0.417517,0.47647,0.264597,0.651232,0.772702,0.315191
867.6,543.52,0.279752,0.667282,0.809147,0.252062,0.412268,0.349168,0.391579
878.48,543.52,0.7869,0.697319,0.387116,0.284305,0.287553,0.207854,0.88814
889.36,543.52,0.631964,0.619339,0.210791,0.627195,0.693832,0.812319,0.603659
900.24,543.52,0.63992,0.414205,0.594548,0.718085,0.631722,0.871017,0.782681
911.12,543.52,0.382954,0.743719,0.897873,0.462706,0.511001,0.80702,0.514768
922,543.52,0.72327,0.256188,0.706347,0.61017,0.753507,0.893463,0.694475
932.88,543.52,0.84106,0.201317,0.682615,0.573023,0.620656,0.693406,0.300218
943.76,543.52,0.414488,0.605725,0.703877,0.854408,0.81993,0.398425,0.672493
954.64,543.52,0.551652,0.369442,0.555174,0.734607,0.213161,0.553047,0.297313
715.28,554.4,0.524162,0.460067,0.612082,0.347432,0.516255,0.418429,0.757602
726.16,554.4,0.369762,0.411891,0.552077,0.310821,0.413208,0.334692,0.683844
737.04,554.4,0.833864,0.828099,0.784062,0.348352,0.533824,0.587939,0.30276
747.92,554.4,0.453754,0.786364,0.775252,0.805407,0.255806,0.430427,0.640013
758.8,554.4,0.268967,0.783474,0.737326,0.593129,0.343541,0.449408,0.740561
769.68,554.4,0.659796,0.667837,0.598163,0.829557,0.879728,0.25024,0.240379
780.56,554.4,0.392936,0.384933,0.724223,0.3268,0.313031,0.608285,0.475152
791.44,554.4,0.646855,0.296224,0.577912,0.200609,0.882588,0.453164,0.806016
802.32,554.4,0.238394,0.683591,0.546029,0.30736,0.567064,0.383356,0.700489
813.2,554.4,0.710605,0.632764,0.541051,0.470401,0.4006,0.239214,0.399958
824.08,554.4,0.380328,0.289454,0.440337,0.573265,0.474387,0.26456,0.700065
834.96,554.4,0.587418,0.672845,0.275217,0.334273,0.769069,0.653129,0.334883
845.84,554.4,0.751658,0.206292,0.240899,0.790051,0.689883,0.586928,0.897412
856.72,554.4,0.356947,0.770283,0.697901,0.867553,0.503047,0.338952,0.437954
867.6,554.4,0.703647,0.378165,0.637912,0.883975,0.467619,0.878249,0.55724
878.48,554.4,0.742006,0.242809,0.357305,0.429424,0.715654,0.432522,0.563697
889.36,554.4,0.584724,0.88565,0.69858,0.436382,0.891943,0.739478,0.326433
900.24,554.4,0.681826,0.426406,0.323845,0.838773,0.296689,0.821746,0.806326
911.12,554.4,0.599736,0.260698,0.34428,0.403383,0.438863,0.782192,0.387358
922,554.4,0.706482,0.760442,0.744598,0.548488,0.803251,0.201903,0.777912
932.88,554.4,0.618905,0.434425,0.441609,0.303629,0.420076,0.240188,0.540011
943.76,554.4,0.412019,0.779667,0.666443,0.893845,0.306072,0.790288,0.832618
954.64,554.4,0.402761,0.712034,0.738944,0.802497,0.772732,0.883225,0.30588
965.52,554.4,0.311595,0.765417,0.493238,0.818078,0.625858,0.337836,0.466565
704.4,565.28,0.529109,0.33974,0.344477,0.248014,0.574165,0.586086,0.351643
715.28,565.28,0.79424,0.626274,0.691654,0.306259,0.505941,0.458097,0.300104
726.16,565.28,0.612013,0.348386,0.232722,0.814774,0.86042,0.771667,0.717271
737.04,565.28,0.733152,0.754891,0.823151,0.844747,0.620308,0.416389,0.762825
747.92,565.28,0.346166,0.554225,0.32939,0.675276,0.693965,0.473867,0.72329
758.8,565.28,0.368129,0.859953,0.874933,0.26237,0.586227,0.666587,0.368629
769.68,565.28,0.892168,0.224685,0.468733,0.604181,0.37307,0.501455,0.518955
780.56,565.28,0.33349,0.373122,0.336227,0.866642,0.228013,0.259378,0.811389
791.44,565.28,0.648321,0.475767,0.674214,0.794487,0.829992,0.803604,0.569763
802.32,565.28,0.623957,0.377471,0.393053,0.792086,0.337425,0.367986,0.854456
813.2,565.28,0.723652,0.834574,0.323085,0.71582,0.859258,0.591818,0.420001
824.08,565.28,0.332329,0.893273,0.738957,0.465819,0.366395,0.875183,0.432461
834.96,565.28,0.394408,0.234561,0.34385,0.842728,0.510328,0.818064,0.737216
845.84,565.28,0.44032,0.721669,0.406979,0.864276,0.89914,0.600031,0.756362
856.72,565.28,0.336565,0.768018,0.710818,0.860217,0.702591,0.833903,0.676037
867.6,565.28,0.661849,0.525721,0.896038,0.794178,0.518994,0.734994,0.359997
878.48,565.28,0.685389,0.710177,0.592458,0.879797,0.744739,0.736309,0.822525
889.36,565.28,0.355066,0.654373,0.659741,0.595386,0.476042,0.866719,0.559663
900.24,565.28,0.475182,0.566751,0.416025,0.611747,0.434768,0.226844,0.571963
911.12,565.28,0.237359,0.860747,0.348,0.699209,0.486468,0.344038,0.593387
922,565.28,0.805463,0.879032,0.753384,0.590852,0.689209,0.445842,0.570648
932.88,565.28,0.533948,0.28215,0.493173,0.689014,0.736524,0.252914,0.384401
943.76,565.28,0.312565,0.219633,0.744063,0.587747,0.586384,0.260089,0.299494
954.64,565.28,0.821152,0.286932,0.671457,0.858511,0.247679,0.819457,0.65772
965.52,565.28,0.534147,0.263494,0.351107,0.43961,0.242526,0.20449,0.830461
976.4,565.28,0.731735,0.450332,0.50111,0.365683,0.532483,0.794283,0.854697
693.52,576.16,0.369006,0.847197,0.339098,0.481571,0.866831,0.883161,0.869318
704.4,576.16,0.553215,0.24325,0.268812,0.474367,0.330182,0.740269,0.432878
715.28,576.16,0.377861,0.659725,0.890598,0.712008,0.72322,0.341705,0.251618
726.16,576.16,0.765745,0.346195,0.882079,0.59748,0.596527,0.483189,0.763163
737.04,576.16,0.22901,0.377472,0.717861,0.398016,0.32467,0.856958,0.679587
747.92,576.16,0.291501,0.84012,0.648906,0.644715,0.883369,0.717718,0.219082
758.8,576.16,0.313551,0.557987,0.45196,0.491412,0.317712,0.442558,0.30342
769.68,576.16,0.840932,0.584263,0.355037,0.706677,0.730458,0.337117,0.404158
780.56,576.16,0.426985,0.620306,0.267321,0.455994,0.797778,0.785182,0.65401
791.44,576.16,0.222448,0.74214,0.433597,0.313948,0.68226,0.882503,0.758664
